,prod_est,coverage,type,year,month,concept,value_usd,status
1420,Trade Balance of Goods of Mexico,National,Not applicable,2018,7,Total Trade Balance Exports Total - Imports Total,-2869.907,Final Figures
1421,Trade Balance of Goods of Mexico,National,Not applicable,2018,7,Total Trade Balance Exports Total - Imports Total CIF,-3955.432,Final Figures
1422,Trade Balance of Goods of Mexico,National,Exports,2018,8,Total Exports,39545.208,Final Figures
1423,Trade Balance of Goods of Mexico,National,Exports,2018,8,Petroleum,2739.801,Final Figures
1424,Trade Balance of Goods of Mexico,National,Exports,2018,8,Crude Oil,2348.925,Final Figures
1425,Trade Balance of Goods of Mexico,National,Exports,2018,8,Other Oil,390.877,Final Figures
1426,Trade Balance of Goods of Mexico,National,Exports,2018,8,Non Petroleum,36805.406,Final Figures
1427,Trade Balance of Goods of Mexico,National,Exports,2018,8,Agrarian,1026.581,Final Figures
1428,Trade Balance of Goods of Mexico,National,Exports,2018,8,Extractive,510.491,Final Figures
1429,Trade Balance of Goods of Mexico,National,Exports,2018,8,Manufacturing,35268.335,Final Figures
1430,Trade Balance of Goods of Mexico,National,Imports,2018,8,Total Imports,42129.496,Final Figures
1431,Trade Balance of Goods of Mexico,National,Imports,2018,8,Freight and insurance of imports,1150.3131,Final Figures
1432,Trade Balance of Goods of Mexico,National,Imports,2018,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),43279.8091,Final Figures
1433,Trade Balance of Goods of Mexico,National,Imports,2018,8,Petroleum,4951.823,Final Figures
1434,Trade Balance of Goods of Mexico,National,Imports,2018,8,Non Petroleum,37177.673,Final Figures
1435,Trade Balance of Goods of Mexico,National,Imports,2018,8,Consumer Goods,5973.666,Final Figures
1436,Trade Balance of Goods of Mexico,National,Imports,2018,8,Intermediate Goods,32032.102,Final Figures
1437,Trade Balance of Goods of Mexico,National,Imports,2018,8,Capital Goods,4123.728,Final Figures
1438,Trade Balance of Goods of Mexico,National,Not applicable,2018,8,Total Trade Balance Exports Total - Imports Total,-2584.288,Final Figures
1439,Trade Balance of Goods of Mexico,National,Not applicable,2018,8,Total Trade Balance Exports Total - Imports Total CIF,-3734.6011,Final Figures
1440,Trade Balance of Goods of Mexico,National,Exports,2018,9,Total Exports,37700.602,Final Figures
1441,Trade Balance of Goods of Mexico,National,Exports,2018,9,Petroleum,2767.986,Final Figures
1442,Trade Balance of Goods of Mexico,National,Exports,2018,9,Crude Oil,2469.393,Final Figures
1443,Trade Balance of Goods of Mexico,National,Exports,2018,9,Other Oil,298.593,Final Figures
1444,Trade Balance of Goods of Mexico,National,Exports,2018,9,Non Petroleum,34932.616,Final Figures
1445,Trade Balance of Goods of Mexico,National,Exports,2018,9,Agrarian,901.412,Final Figures
1446,Trade Balance of Goods of Mexico,National,Exports,2018,9,Extractive,522.103,Final Figures
1447,Trade Balance of Goods of Mexico,National,Exports,2018,9,Manufacturing,33509.101,Final Figures
1448,Trade Balance of Goods of Mexico,National,Imports,2018,9,Total Imports,38001.683,Final Figures
1449,Trade Balance of Goods of Mexico,National,Imports,2018,9,Freight and insurance of imports,1036.4782,Final Figures
1450,Trade Balance of Goods of Mexico,National,Imports,2018,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),39038.1612,Final Figures
1451,Trade Balance of Goods of Mexico,National,Imports,2018,9,Petroleum,4274.237,Final Figures
1452,Trade Balance of Goods of Mexico,National,Imports,2018,9,Non Petroleum,33727.446,Final Figures
1453,Trade Balance of Goods of Mexico,National,Imports,2018,9,Consumer Goods,5181.171,Final Figures
1454,Trade Balance of Goods of Mexico,National,Imports,2018,9,Intermediate Goods,29049.138,Final Figures
1455,Trade Balance of Goods of Mexico,National,Imports,2018,9,Capital Goods,3771.374,Final Figures
1456,Trade Balance of Goods of Mexico,National,Not applicable,2018,9,Total Trade Balance Exports Total - Imports Total,-301.08,Final Figures
1457,Trade Balance of Goods of Mexico,National,Not applicable,2018,9,Total Trade Balance Exports Total - Imports Total CIF,-1337.5592,Final Figures
1458,Trade Balance of Goods of Mexico,National,Exports,2018,10,Total Exports,41356.07,Final Figures
1459,Trade Balance of Goods of Mexico,National,Exports,2018,10,Petroleum,2618.817,Final Figures
1460,Trade Balance of Goods of Mexico,National,Exports,2018,10,Crude Oil,2268.704,Final Figures
1461,Trade Balance of Goods of Mexico,National,Exports,2018,10,Other Oil,350.113,Final Figures
1462,Trade Balance of Goods of Mexico,National,Exports,2018,10,Non Petroleum,38737.253,Final Figures
1463,Trade Balance of Goods of Mexico,National,Exports,2018,10,Agrarian,1266.022,Final Figures
1464,Trade Balance of Goods of Mexico,National,Exports,2018,10,Extractive,407.948,Final Figures
1465,Trade Balance of Goods of Mexico,National,Exports,2018,10,Manufacturing,37063.283,Final Figures
1466,Trade Balance of Goods of Mexico,National,Imports,2018,10,Total Imports,44290.891,Final Figures
1467,Trade Balance of Goods of Mexico,National,Imports,2018,10,Freight and insurance of imports,1188.6323,Final Figures
1468,Trade Balance of Goods of Mexico,National,Imports,2018,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),45479.5233,Final Figures
1469,Trade Balance of Goods of Mexico,National,Imports,2018,10,Petroleum,5217.186,Final Figures
1470,Trade Balance of Goods of Mexico,National,Imports,2018,10,Non Petroleum,39073.704,Final Figures
1471,Trade Balance of Goods of Mexico,National,Imports,2018,10,Consumer Goods,6327.837,Final Figures
1472,Trade Balance of Goods of Mexico,National,Imports,2018,10,Intermediate Goods,33498.065,Final Figures
1473,Trade Balance of Goods of Mexico,National,Imports,2018,10,Capital Goods,4464.989,Final Figures
1474,Trade Balance of Goods of Mexico,National,Not applicable,2018,10,Total Trade Balance Exports Total - Imports Total,-2934.821,Final Figures
1475,Trade Balance of Goods of Mexico,National,Not applicable,2018,10,Total Trade Balance Exports Total - Imports Total CIF,-4123.4533,Final Figures
1476,Trade Balance of Goods of Mexico,National,Exports,2018,11,Total Exports,38595.389,Final Figures
1477,Trade Balance of Goods of Mexico,National,Exports,2018,11,Petroleum,2309.218,Final Figures
1478,Trade Balance of Goods of Mexico,National,Exports,2018,11,Crude Oil,2021.305,Final Figures
1479,Trade Balance of Goods of Mexico,National,Exports,2018,11,Other Oil,287.913,Final Figures
1480,Trade Balance of Goods of Mexico,National,Exports,2018,11,Non Petroleum,36286.17,Final Figures
1481,Trade Balance of Goods of Mexico,National,Exports,2018,11,Agrarian,1373.131,Final Figures
1482,Trade Balance of Goods of Mexico,National,Exports,2018,11,Extractive,426.519,Final Figures
1483,Trade Balance of Goods of Mexico,National,Exports,2018,11,Manufacturing,34486.52,Final Figures
1484,Trade Balance of Goods of Mexico,National,Imports,2018,11,Total Imports,40928.716,Final Figures
1485,Trade Balance of Goods of Mexico,National,Imports,2018,11,Freight and insurance of imports,1094.2444,Final Figures
1486,Trade Balance of Goods of Mexico,National,Imports,2018,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),42022.9604,Final Figures
1487,Trade Balance of Goods of Mexico,National,Imports,2018,11,Petroleum,4839.674,Final Figures
1488,Trade Balance of Goods of Mexico,National,Imports,2018,11,Non Petroleum,36089.042,Final Figures
1489,Trade Balance of Goods of Mexico,National,Imports,2018,11,Consumer Goods,5645.302,Final Figures
1490,Trade Balance of Goods of Mexico,National,Imports,2018,11,Intermediate Goods,31432.994,Final Figures
1491,Trade Balance of Goods of Mexico,National,Imports,2018,11,Capital Goods,3850.42,Final Figures
1492,Trade Balance of Goods of Mexico,National,Not applicable,2018,11,Total Trade Balance Exports Total - Imports Total,-2333.327,Final Figures
1493,Trade Balance of Goods of Mexico,National,Not applicable,2018,11,Total Trade Balance Exports Total - Imports Total CIF,-3427.5714,Final Figures
1494,Trade Balance of Goods of Mexico,National,Exports,2018,12,Total Exports,37597.547,Final Figures
1495,Trade Balance of Goods of Mexico,National,Exports,2018,12,Petroleum,2255.646,Final Figures
1496,Trade Balance of Goods of Mexico,National,Exports,2018,12,Crude Oil,1920.708,Final Figures
1497,Trade Balance of Goods of Mexico,National,Exports,2018,12,Other Oil,334.938,Final Figures
1498,Trade Balance of Goods of Mexico,National,Exports,2018,12,Non Petroleum,35341.901,Final Figures
1499,Trade Balance of Goods of Mexico,National,Exports,2018,12,Agrarian,1572.024,Final Figures
1500,Trade Balance of Goods of Mexico,National,Exports,2018,12,Extractive,555.145,Final Figures
1501,Trade Balance of Goods of Mexico,National,Exports,2018,12,Manufacturing,33214.731,Final Figures
1502,Trade Balance of Goods of Mexico,National,Imports,2018,12,Total Imports,35692.967,Final Figures
1503,Trade Balance of Goods of Mexico,National,Imports,2018,12,Freight and insurance of imports,976.2248,Final Figures
1504,Trade Balance of Goods of Mexico,National,Imports,2018,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36669.1918,Final Figures
1505,Trade Balance of Goods of Mexico,National,Imports,2018,12,Petroleum,4058.73,Final Figures
1506,Trade Balance of Goods of Mexico,National,Imports,2018,12,Non Petroleum,31634.237,Final Figures
1507,Trade Balance of Goods of Mexico,National,Imports,2018,12,Consumer Goods,4799.104,Final Figures
1508,Trade Balance of Goods of Mexico,National,Imports,2018,12,Intermediate Goods,27380.444,Final Figures
1509,Trade Balance of Goods of Mexico,National,Imports,2018,12,Capital Goods,3513.419,Final Figures
1510,Trade Balance of Goods of Mexico,National,Not applicable,2018,12,Total Trade Balance Exports Total - Imports Total,1904.58,Final Figures
1511,Trade Balance of Goods of Mexico,National,Not applicable,2018,12,Total Trade Balance Exports Total - Imports Total CIF,928.355200000003,Final Figures
1512,Trade Balance of Goods of Mexico,National,Exports,2019,1,Total Exports,32637.22,Final Figures
1513,Trade Balance of Goods of Mexico,National,Exports,2019,1,Petroleum,2091.873,Final Figures
1514,Trade Balance of Goods of Mexico,National,Exports,2019,1,Crude Oil,1785.811,Final Figures
1515,Trade Balance of Goods of Mexico,National,Exports,2019,1,Other Oil,306.063,Final Figures
1516,Trade Balance of Goods of Mexico,National,Exports,2019,1,Non Petroleum,30545.346,Final Figures
1517,Trade Balance of Goods of Mexico,National,Exports,2019,1,Agrarian,1633.947,Final Figures
1518,Trade Balance of Goods of Mexico,National,Exports,2019,1,Extractive,361.874,Final Figures
1519,Trade Balance of Goods of Mexico,National,Exports,2019,1,Manufacturing,28549.525,Final Figures
1520,Trade Balance of Goods of Mexico,National,Imports,2019,1,Total Imports,37262.788,Final Figures
1521,Trade Balance of Goods of Mexico,National,Imports,2019,1,Freight and insurance of imports,1032.9603,Final Figures
1522,Trade Balance of Goods of Mexico,National,Imports,2019,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38295.7483,Final Figures
1523,Trade Balance of Goods of Mexico,National,Imports,2019,1,Petroleum,4131.126,Final Figures
1524,Trade Balance of Goods of Mexico,National,Imports,2019,1,Non Petroleum,33131.662,Final Figures
1525,Trade Balance of Goods of Mexico,National,Imports,2019,1,Consumer Goods,4819.657,Final Figures
1526,Trade Balance of Goods of Mexico,National,Imports,2019,1,Intermediate Goods,28626.06,Final Figures
1527,Trade Balance of Goods of Mexico,National,Imports,2019,1,Capital Goods,3817.071,Final Figures
1528,Trade Balance of Goods of Mexico,National,Not applicable,2019,1,Total Trade Balance Exports Total - Imports Total,-4625.568,Final Figures
1529,Trade Balance of Goods of Mexico,National,Not applicable,2019,1,Total Trade Balance Exports Total - Imports Total CIF,-5658.5283,Final Figures
1530,Trade Balance of Goods of Mexico,National,Exports,2019,2,Total Exports,36437.807,Final Figures
1531,Trade Balance of Goods of Mexico,National,Exports,2019,2,Petroleum,2609.35,Final Figures
1532,Trade Balance of Goods of Mexico,National,Exports,2019,2,Crude Oil,2347.014,Final Figures
1533,Trade Balance of Goods of Mexico,National,Exports,2019,2,Other Oil,262.336,Final Figures
1534,Trade Balance of Goods of Mexico,National,Exports,2019,2,Non Petroleum,33828.457,Final Figures
1535,Trade Balance of Goods of Mexico,National,Exports,2019,2,Agrarian,1589.172,Final Figures
1536,Trade Balance of Goods of Mexico,National,Exports,2019,2,Extractive,515.203,Final Figures
1537,Trade Balance of Goods of Mexico,National,Exports,2019,2,Manufacturing,31724.082,Final Figures
1538,Trade Balance of Goods of Mexico,National,Imports,2019,2,Total Imports,35073.897,Final Figures
1539,Trade Balance of Goods of Mexico,National,Imports,2019,2,Freight and insurance of imports,939.2147,Final Figures
1540,Trade Balance of Goods of Mexico,National,Imports,2019,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36013.1117,Final Figures
1541,Trade Balance of Goods of Mexico,National,Imports,2019,2,Petroleum,3558.721,Final Figures
1542,Trade Balance of Goods of Mexico,National,Imports,2019,2,Non Petroleum,31515.176,Final Figures
1543,Trade Balance of Goods of Mexico,National,Imports,2019,2,Consumer Goods,4328.798,Final Figures
1544,Trade Balance of Goods of Mexico,National,Imports,2019,2,Intermediate Goods,27615.104,Final Figures
1545,Trade Balance of Goods of Mexico,National,Imports,2019,2,Capital Goods,3129.995,Final Figures
1546,Trade Balance of Goods of Mexico,National,Not applicable,2019,2,Total Trade Balance Exports Total - Imports Total,1363.91,Final Figures
1547,Trade Balance of Goods of Mexico,National,Not applicable,2019,2,Total Trade Balance Exports Total - Imports Total CIF,424.695299999997,Final Figures
1548,Trade Balance of Goods of Mexico,National,Exports,2019,3,Total Exports,39018.828,Final Figures
1549,Trade Balance of Goods of Mexico,National,Exports,2019,3,Petroleum,2343.538,Final Figures
1550,Trade Balance of Goods of Mexico,National,Exports,2019,3,Crude Oil,2103.096,Final Figures
1551,Trade Balance of Goods of Mexico,National,Exports,2019,3,Other Oil,240.442,Final Figures
1552,Trade Balance of Goods of Mexico,National,Exports,2019,3,Non Petroleum,36675.289,Final Figures
1553,Trade Balance of Goods of Mexico,National,Exports,2019,3,Agrarian,1740.871,Final Figures
1554,Trade Balance of Goods of Mexico,National,Exports,2019,3,Extractive,591.528,Final Figures
1555,Trade Balance of Goods of Mexico,National,Exports,2019,3,Manufacturing,34342.89,Final Figures
1556,Trade Balance of Goods of Mexico,National,Imports,2019,3,Total Imports,37530.886,Final Figures
1557,Trade Balance of Goods of Mexico,National,Imports,2019,3,Freight and insurance of imports,987.3304,Final Figures
1558,Trade Balance of Goods of Mexico,National,Imports,2019,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38518.2164,Final Figures
1559,Trade Balance of Goods of Mexico,National,Imports,2019,3,Petroleum,4048.212,Final Figures
1560,Trade Balance of Goods of Mexico,National,Imports,2019,3,Non Petroleum,33482.674,Final Figures
1561,Trade Balance of Goods of Mexico,National,Imports,2019,3,Consumer Goods,4789.398,Final Figures
1562,Trade Balance of Goods of Mexico,National,Imports,2019,3,Intermediate Goods,29359.667,Final Figures
1563,Trade Balance of Goods of Mexico,National,Imports,2019,3,Capital Goods,3381.822,Final Figures
1564,Trade Balance of Goods of Mexico,National,Not applicable,2019,3,Total Trade Balance Exports Total - Imports Total,1487.941,Final Figures
