prod_est,coverage,type,year,month,concept,value_usd,status
Trade Balance of Goods of Mexico,National,Imports,2015,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34507.3064,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,3,Petroleum,2584.06,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,3,Non Petroleum,31082.162,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,3,Consumer Goods,4306.212,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,3,Intermediate Goods,25825.415,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,3,Capital Goods,3534.596,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,3,Total Trade Balance Exports Total - Imports Total,511.251,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,3,Total Trade Balance Exports Total - Imports Total CIF,-329.833399999999,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Total Exports,32971.49,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Petroleum,1898.428,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Crude Oil,1573.679,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Other Oil,324.749,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Non Petroleum,31073.061,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Agrarian,1273.778,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Extractive,326.852,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,4,Manufacturing,29472.43,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Total Imports,33041.33,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Freight and insurance of imports,848.3106,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33889.6406,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Petroleum,2692.932,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Non Petroleum,30348.398,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Consumer Goods,4358.622,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Intermediate Goods,25413.334,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,4,Capital Goods,3269.375,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,4,Total Trade Balance Exports Total - Imports Total,-69.84,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,4,Total Trade Balance Exports Total - Imports Total CIF,-918.150600000001,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Total Exports,31244.705,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Petroleum,2348.989,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Crude Oil,1866.7,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Other Oil,482.289,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Non Petroleum,28895.716,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Agrarian,1158.039,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Extractive,273.114,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,5,Manufacturing,27464.562,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Total Imports,32359.172,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Freight and insurance of imports,825.4115,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33184.5835,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Petroleum,2407.77,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Non Petroleum,29951.402,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Consumer Goods,4341.509,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Intermediate Goods,24753.203,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,5,Capital Goods,3264.46,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,5,Total Trade Balance Exports Total - Imports Total,-1114.467,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,5,Total Trade Balance Exports Total - Imports Total CIF,-1939.8785,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Total Exports,33761.831,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Petroleum,2230.509,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Crude Oil,1692.641,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Other Oil,537.868,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Non Petroleum,31531.322,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Agrarian,1087.142,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Extractive,644.865,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,6,Manufacturing,29799.315,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Total Imports,34590.363,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Freight and insurance of imports,881.755,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35472.118,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Petroleum,2885.991,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Non Petroleum,31704.371,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Consumer Goods,4754.976,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Intermediate Goods,26096.339,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,6,Capital Goods,3739.048,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,6,Total Trade Balance Exports Total - Imports Total,-828.532,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,6,Total Trade Balance Exports Total - Imports Total CIF,-1710.287,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Total Exports,32694.944,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Petroleum,2059.437,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Crude Oil,1712.47,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Other Oil,346.967,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Non Petroleum,30635.507,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Agrarian,870.72,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Extractive,233.401,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,7,Manufacturing,29531.387,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Total Imports,35073.02,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Freight and insurance of imports,892.8151,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35965.8351,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Petroleum,3203.212,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Non Petroleum,31869.807,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Consumer Goods,4771.862,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Intermediate Goods,26638.966,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,7,Capital Goods,3662.192,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,7,Total Trade Balance Exports Total - Imports Total,-2378.076,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,7,Total Trade Balance Exports Total - Imports Total CIF,-3270.8911,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Total Exports,31009.789,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Petroleum,1908.181,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Crude Oil,1552.309,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Other Oil,355.872,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Non Petroleum,29101.607,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Agrarian,756.433,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Extractive,343.482,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,8,Manufacturing,28001.693,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Total Imports,33831.912,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Freight and insurance of imports,863.0005,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34694.9125,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Petroleum,3736.247,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Non Petroleum,30095.665,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Consumer Goods,5485.23,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Intermediate Goods,24954.458,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,8,Capital Goods,3392.224,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,8,Total Trade Balance Exports Total - Imports Total,-2822.123,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,8,Total Trade Balance Exports Total - Imports Total CIF,-3685.1235,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Total Exports,32187.182,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Petroleum,1790.287,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Crude Oil,1329.931,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Other Oil,460.356,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Non Petroleum,30396.895,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Agrarian,822.591,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Extractive,451.15,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,9,Manufacturing,29123.153,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Total Imports,33663.061,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Freight and insurance of imports,870.5076,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34533.5686,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Petroleum,2653.241,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Non Petroleum,31009.821,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Consumer Goods,4906.639,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Intermediate Goods,25192.933,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,9,Capital Goods,3563.489,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,9,Total Trade Balance Exports Total - Imports Total,-1475.879,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,9,Total Trade Balance Exports Total - Imports Total CIF,-2346.3866,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Total Exports,34100.594,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Petroleum,1827.034,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Crude Oil,1486.082,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Other Oil,340.952,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Non Petroleum,32273.56,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Agrarian,993.05,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Extractive,275.685,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,10,Manufacturing,31004.825,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Total Imports,35600.923,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Freight and insurance of imports,895.6531,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36496.5761,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Petroleum,2610.65,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Non Petroleum,32990.273,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Consumer Goods,5228.503,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Intermediate Goods,26622.04,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,10,Capital Goods,3750.38,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,10,Total Trade Balance Exports Total - Imports Total,-1500.329,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,10,Total Trade Balance Exports Total - Imports Total CIF,-2395.9821,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Total Exports,30981.322,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Petroleum,1521.593,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Crude Oil,1211.744,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Other Oil,309.849,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Non Petroleum,29459.729,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Agrarian,1133.743,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Extractive,368.27,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,11,Manufacturing,27957.717,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Total Imports,32595.256,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Freight and insurance of imports,795.8844,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33391.1404,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Petroleum,2315.646,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Non Petroleum,30279.61,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Consumer Goods,4929.28,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Intermediate Goods,24207.021,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,11,Capital Goods,3458.955,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,11,Total Trade Balance Exports Total - Imports Total,-1613.934,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,11,Total Trade Balance Exports Total - Imports Total CIF,-2409.8184,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Total Exports,31142.075,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Petroleum,1182.134,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Crude Oil,865.16,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Other Oil,316.974,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Non Petroleum,29959.941,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Agrarian,1270.319,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Extractive,383.148,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2015,12,Manufacturing,28306.474,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Total Imports,31889.184,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Freight and insurance of imports,795.4373,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32684.6213,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Petroleum,2674.278,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Non Petroleum,29214.907,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Consumer Goods,4832.124,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Intermediate Goods,23539.016,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2015,12,Capital Goods,3518.045,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,12,Total Trade Balance Exports Total - Imports Total,-747.109,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2015,12,Total Trade Balance Exports Total - Imports Total CIF,-1542.5463,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Total Exports,24687.865,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Petroleum,1074.508,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Crude Oil,829.748,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Other Oil,244.76,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Non Petroleum,23613.357,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Agrarian,1242.513,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Extractive,267.004,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,1,Manufacturing,22103.84,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Total Imports,27979.044,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Freight and insurance of imports,753.169,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),28732.213,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Petroleum,2115.848,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Non Petroleum,25863.195,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Consumer Goods,3884.605,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Intermediate Goods,21105.322,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,1,Capital Goods,2989.117,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,1,Total Trade Balance Exports Total - Imports Total,-3291.179,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,1,Total Trade Balance Exports Total - Imports Total CIF,-4044.348,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Total Exports,28967.0,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Petroleum,1127.535,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Crude Oil,881.103,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Other Oil,246.432,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Non Petroleum,27839.465,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Agrarian,1468.254,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Extractive,228.871,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,2,Manufacturing,26142.34,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Total Imports,29751.151,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Freight and insurance of imports,789.4004,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),30540.5514,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Petroleum,1848.522,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Non Petroleum,27902.629,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Consumer Goods,3846.2,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Intermediate Goods,22998.4,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,2,Capital Goods,2906.551,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,2,Total Trade Balance Exports Total - Imports Total,-784.151,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,2,Total Trade Balance Exports Total - Imports Total CIF,-1573.5514,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Total Exports,31493.61,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Petroleum,1275.511,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Crude Oil,969.317,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Other Oil,306.194,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Non Petroleum,30218.099,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Agrarian,1522.72,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Extractive,425.256,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,3,Manufacturing,28270.123,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Total Imports,31408.485,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Freight and insurance of imports,807.2104,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32215.6954,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Petroleum,2039.444,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Non Petroleum,29369.041,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Consumer Goods,3991.798,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Intermediate Goods,24421.883,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,3,Capital Goods,2994.804,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,3,Total Trade Balance Exports Total - Imports Total,85.125,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,3,Total Trade Balance Exports Total - Imports Total CIF,-722.085399999999,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Total Exports,30387.276,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Petroleum,1325.95,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Crude Oil,1046.712,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Other Oil,279.239,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Non Petroleum,29061.325,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Agrarian,1327.16,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Extractive,332.211,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,4,Manufacturing,27401.955,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Total Imports,32497.219,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Freight and insurance of imports,882.8934,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33380.1124,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Petroleum,2487.25,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Non Petroleum,30009.969,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Consumer Goods,4181.348,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Intermediate Goods,25173.726,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,4,Capital Goods,3142.145,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,4,Total Trade Balance Exports Total - Imports Total,-2109.943,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,4,Total Trade Balance Exports Total - Imports Total CIF,-2992.8364,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Total Exports,31410.821,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Petroleum,1689.567,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Crude Oil,1391.218,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Other Oil,298.349,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Non Petroleum,29721.254,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Agrarian,1341.562,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Extractive,245.833,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,5,Manufacturing,28133.86,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Total Imports,31854.21,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Freight and insurance of imports,842.8649,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32697.0749,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Petroleum,2394.981,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Non Petroleum,29459.229,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Consumer Goods,4166.433,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Intermediate Goods,24527.593,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,5,Capital Goods,3160.184,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,5,Total Trade Balance Exports Total - Imports Total,-443.389,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,5,Total Trade Balance Exports Total - Imports Total CIF,-1286.2539,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Total Exports,31949.905,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Petroleum,1611.923,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Crude Oil,1319.364,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Other Oil,292.559,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Non Petroleum,30337.981,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Agrarian,1145.777,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Extractive,393.631,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,6,Manufacturing,28798.573,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Total Imports,32467.942,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Freight and insurance of imports,872.7518,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33340.6938,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Petroleum,2592.014,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Non Petroleum,29875.928,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Consumer Goods,4159.195,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Intermediate Goods,24741.279,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,6,Capital Goods,3567.467,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,6,Total Trade Balance Exports Total - Imports Total,-518.037,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2016,6,Total Trade Balance Exports Total - Imports Total CIF,-1390.7888,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Total Exports,29773.01,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Petroleum,1617.648,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Crude Oil,1376.792,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Other Oil,240.856,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Non Petroleum,28155.362,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Agrarian,910.517,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Extractive,373.628,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2016,7,Manufacturing,26871.217,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Total Imports,31599.262,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Freight and insurance of imports,855.4981,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32454.7601,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2016,7,Petroleum,2996.868,Final Figures
