prod_est,coverage,type,year,month,concept,value_usd,status
Trade Balance of Goods of Mexico,National,Imports,2017,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),39624.9532,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,8,Petroleum,4030.659,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,8,Non Petroleum,34482.471,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,8,Consumer Goods,5196.2,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,8,Intermediate Goods,29484.697,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,8,Capital Goods,3832.232,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,8,Total Trade Balance Exports Total - Imports Total,-2586.223,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,8,Total Trade Balance Exports Total - Imports Total CIF,-3698.0462,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Total Exports,33771.318,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Petroleum,1929.871,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Crude Oil,1678.773,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Other Oil,251.099,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Non Petroleum,31841.447,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Agrarian,983.568,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Extractive,523.089,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,9,Manufacturing,30334.79,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Total Imports,35706.801,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Freight and insurance of imports,1024.2142,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36731.0152,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Petroleum,3621.293,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Non Petroleum,32085.508,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Consumer Goods,5090.858,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Intermediate Goods,27113.405,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,9,Capital Goods,3502.538,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,9,Total Trade Balance Exports Total - Imports Total,-1935.483,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,9,Total Trade Balance Exports Total - Imports Total CIF,-2959.6972,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Total Exports,36715.63,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Petroleum,2279.544,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Crude Oil,2055.952,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Other Oil,223.592,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Non Petroleum,34436.085,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Agrarian,1227.12,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Extractive,478.155,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,10,Manufacturing,32730.811,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Total Imports,38969.493,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Freight and insurance of imports,1104.4986,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),40073.9916,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Petroleum,4082.313,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Non Petroleum,34887.18,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Consumer Goods,5591.569,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Intermediate Goods,29562.883,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,10,Capital Goods,3815.042,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,10,Total Trade Balance Exports Total - Imports Total,-2253.863,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,10,Total Trade Balance Exports Total - Imports Total CIF,-3358.3616,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Total Exports,37507.573,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Petroleum,2482.094,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Crude Oil,2233.416,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Other Oil,248.678,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Non Petroleum,35025.479,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Agrarian,1408.044,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Extractive,484.014,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,11,Manufacturing,33133.422,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Total Imports,37082.913,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Freight and insurance of imports,1027.9161,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38110.8291,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Petroleum,3976.558,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Non Petroleum,33106.355,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Consumer Goods,5363.894,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Intermediate Goods,28037.601,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,11,Capital Goods,3681.418,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,11,Total Trade Balance Exports Total - Imports Total,424.66,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,11,Total Trade Balance Exports Total - Imports Total CIF,-603.256100000001,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Total Exports,35986.234,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Petroleum,2663.613,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Crude Oil,2357.478,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Other Oil,306.135,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Non Petroleum,33322.621,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Agrarian,1668.523,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Extractive,476.02,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2017,12,Manufacturing,31178.078,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Total Imports,35984.012,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Freight and insurance of imports,1021.1407,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),37005.1527,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Petroleum,4388.471,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Non Petroleum,31595.54,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Consumer Goods,5314.816,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Intermediate Goods,26975.812,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2017,12,Capital Goods,3693.384,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,12,Total Trade Balance Exports Total - Imports Total,2.222,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2017,12,Total Trade Balance Exports Total - Imports Total CIF,-1018.9187,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Total Exports,30718.527,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Petroleum,2313.65,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Crude Oil,1979.404,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Other Oil,334.246,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Non Petroleum,28404.877,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Agrarian,1603.796,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Extractive,500.068,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,1,Manufacturing,26301.012,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Total Imports,35140.478,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Freight and insurance of imports,950.9736,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36091.4516,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Petroleum,3874.791,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Non Petroleum,31265.687,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Consumer Goods,4931.393,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Intermediate Goods,26502.373,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,1,Capital Goods,3706.711,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,1,Total Trade Balance Exports Total - Imports Total,-4421.951,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,1,Total Trade Balance Exports Total - Imports Total CIF,-5372.9246,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Total Exports,35093.793,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Petroleum,2598.853,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Crude Oil,2299.678,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Other Oil,299.175,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Non Petroleum,32494.94,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Agrarian,1524.793,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Extractive,494.984,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,2,Manufacturing,30475.162,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Total Imports,34149.86,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Freight and insurance of imports,927.3837,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),35077.2437,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Petroleum,3931.095,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Non Petroleum,30218.765,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Consumer Goods,4573.151,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Intermediate Goods,26244.012,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,2,Capital Goods,3332.697,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,2,Total Trade Balance Exports Total - Imports Total,943.933,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,2,Total Trade Balance Exports Total - Imports Total CIF,16.549299999997,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Total Exports,39484.266,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Petroleum,2456.376,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Crude Oil,2089.879,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Other Oil,366.497,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Non Petroleum,37027.89,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Agrarian,1779.657,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Extractive,619.944,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,3,Manufacturing,34628.289,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Total Imports,37734.615,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Freight and insurance of imports,992.9108,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38727.5258,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Petroleum,4269.789,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Non Petroleum,33464.826,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Consumer Goods,5020.551,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Intermediate Goods,29331.5,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,3,Capital Goods,3382.564,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,3,Total Trade Balance Exports Total - Imports Total,1749.651,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,3,Total Trade Balance Exports Total - Imports Total CIF,756.740200000003,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Total Exports,37181.694,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Petroleum,2626.302,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Crude Oil,2239.458,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Other Oil,386.844,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Non Petroleum,34555.392,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Agrarian,1575.225,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Extractive,588.982,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,4,Manufacturing,32391.186,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Total Imports,37471.965,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Freight and insurance of imports,996.1558,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),38468.1208,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Petroleum,4270.046,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Non Petroleum,33201.919,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Consumer Goods,5079.763,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Intermediate Goods,28673.457,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,4,Capital Goods,3718.745,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,4,Total Trade Balance Exports Total - Imports Total,-290.271,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,4,Total Trade Balance Exports Total - Imports Total CIF,-1286.4268,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Total Exports,39213.912,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Petroleum,2827.055,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Crude Oil,2375.489,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Other Oil,451.566,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Non Petroleum,36386.857,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Agrarian,1588.618,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Extractive,546.431,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,5,Manufacturing,34251.809,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Total Imports,40766.241,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Freight and insurance of imports,1094.923,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),41861.164,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Petroleum,4457.744,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Non Petroleum,36308.497,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Consumer Goods,5193.25,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Intermediate Goods,31783.893,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,5,Capital Goods,3789.098,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,5,Total Trade Balance Exports Total - Imports Total,-1552.329,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,5,Total Trade Balance Exports Total - Imports Total CIF,-2647.252,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Total Exports,37483.508,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Petroleum,2509.174,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Crude Oil,2150.299,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Other Oil,358.875,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Non Petroleum,34974.334,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Agrarian,1243.492,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Extractive,546.439,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,6,Manufacturing,33184.403,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Total Imports,38383.337,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Freight and insurance of imports,1039.2883,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),39422.6253,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Petroleum,4702.9,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Non Petroleum,33680.436,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Consumer Goods,5082.945,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Intermediate Goods,29491.153,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,6,Capital Goods,3809.239,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,6,Total Trade Balance Exports Total - Imports Total,-899.828,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,6,Total Trade Balance Exports Total - Imports Total CIF,-1939.1173,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Total Exports,36742.212,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Petroleum,2606.474,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Crude Oil,2377.041,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Other Oil,229.433,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Non Petroleum,34135.738,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Agrarian,1052.821,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Extractive,512.943,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,7,Manufacturing,32569.974,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Total Imports,39612.118,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Freight and insurance of imports,1085.526,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),40697.644,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Petroleum,4913.584,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Non Petroleum,34698.534,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Consumer Goods,5309.509,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Intermediate Goods,30237.562,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,7,Capital Goods,4065.047,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,7,Total Trade Balance Exports Total - Imports Total,-2869.907,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,7,Total Trade Balance Exports Total - Imports Total CIF,-3955.432,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Total Exports,39545.208,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Petroleum,2739.801,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Crude Oil,2348.925,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Other Oil,390.877,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Non Petroleum,36805.406,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Agrarian,1026.581,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Extractive,510.491,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,8,Manufacturing,35268.335,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Total Imports,42129.496,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Freight and insurance of imports,1150.3131,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),43279.8091,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Petroleum,4951.823,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Non Petroleum,37177.673,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Consumer Goods,5973.666,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Intermediate Goods,32032.102,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,8,Capital Goods,4123.728,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,8,Total Trade Balance Exports Total - Imports Total,-2584.288,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,8,Total Trade Balance Exports Total - Imports Total CIF,-3734.6011,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Total Exports,37700.602,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Petroleum,2767.986,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Crude Oil,2469.393,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Other Oil,298.593,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Non Petroleum,34932.616,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Agrarian,901.412,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Extractive,522.103,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,9,Manufacturing,33509.101,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Total Imports,38001.683,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Freight and insurance of imports,1036.4782,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),39038.1612,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Petroleum,4274.237,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Non Petroleum,33727.446,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Consumer Goods,5181.171,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Intermediate Goods,29049.138,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,9,Capital Goods,3771.374,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,9,Total Trade Balance Exports Total - Imports Total,-301.08,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,9,Total Trade Balance Exports Total - Imports Total CIF,-1337.5592,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Total Exports,41356.07,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Petroleum,2618.817,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Crude Oil,2268.704,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Other Oil,350.113,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Non Petroleum,38737.253,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Agrarian,1266.022,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Extractive,407.948,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,10,Manufacturing,37063.283,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Total Imports,44290.891,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Freight and insurance of imports,1188.6323,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),45479.5233,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Petroleum,5217.186,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Non Petroleum,39073.704,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Consumer Goods,6327.837,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Intermediate Goods,33498.065,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,10,Capital Goods,4464.989,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,10,Total Trade Balance Exports Total - Imports Total,-2934.821,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,10,Total Trade Balance Exports Total - Imports Total CIF,-4123.4533,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Total Exports,38595.389,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Petroleum,2309.218,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Crude Oil,2021.305,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Other Oil,287.913,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Non Petroleum,36286.17,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Agrarian,1373.131,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Extractive,426.519,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,11,Manufacturing,34486.52,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Total Imports,40928.716,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Freight and insurance of imports,1094.2444,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),42022.9604,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Petroleum,4839.674,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Non Petroleum,36089.042,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Consumer Goods,5645.302,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Intermediate Goods,31432.994,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,11,Capital Goods,3850.42,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,11,Total Trade Balance Exports Total - Imports Total,-2333.327,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2018,11,Total Trade Balance Exports Total - Imports Total CIF,-3427.5714,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Total Exports,37597.547,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Petroleum,2255.646,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Crude Oil,1920.708,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Other Oil,334.938,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Non Petroleum,35341.901,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Agrarian,1572.024,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Extractive,555.145,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2018,12,Manufacturing,33214.731,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,12,Total Imports,35692.967,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,12,Freight and insurance of imports,976.2248,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2018,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36669.1918,Final Figures
