prod_est,coverage,type,year,month,concept,value_usd,status
Trade Balance of Goods of Mexico,National,Not applicable,2021,3,Total Trade Balance Exports Total - Imports Total CIF,-4624.2547,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Total Exports,40944.531,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Petroleum,2110.184,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Crude Oil,1700.356,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Other Oil,409.827,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Non Petroleum,38834.347,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Agrarian,1816.538,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Extractive,638.34,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,4,Manufacturing,36379.469,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Total Imports,39259.65,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Freight and insurance of imports,1244.7069,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),40504.3569,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Petroleum,3593.462,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Non Petroleum,35666.188,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Consumer Goods,4545.013,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Intermediate Goods,31655.7,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,4,Capital Goods,3058.937,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,4,Total Trade Balance Exports Total - Imports Total,1684.881,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,4,Total Trade Balance Exports Total - Imports Total CIF,440.1741,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Total Exports,40845.6,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Petroleum,2336.812,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Crude Oil,2055.65,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Other Oil,281.161,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Non Petroleum,38508.788,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Agrarian,1761.124,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Extractive,715.441,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,5,Manufacturing,36032.222,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Total Imports,40458.684,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Freight and insurance of imports,1304.0516,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),41762.7356,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Petroleum,3975.144,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Non Petroleum,36483.54,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Consumer Goods,5003.306,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Intermediate Goods,32273.59,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,5,Capital Goods,3181.787,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,5,Total Trade Balance Exports Total - Imports Total,386.916,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,5,Total Trade Balance Exports Total - Imports Total CIF,-917.1356,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Total Exports,42619.373,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Petroleum,2612.098,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Crude Oil,2220.677,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Other Oil,391.421,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Non Petroleum,40007.276,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Agrarian,1666.332,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Extractive,976.856,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,6,Manufacturing,37364.087,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Total Imports,41909.429,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Freight and insurance of imports,1347.5128,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),43256.9418,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Petroleum,4466.951,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Non Petroleum,37442.478,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Consumer Goods,5353.7,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Intermediate Goods,33313.433,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,6,Capital Goods,3242.296,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,6,Total Trade Balance Exports Total - Imports Total,709.944,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,6,Total Trade Balance Exports Total - Imports Total CIF,-637.5687,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Total Exports,40952.956,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Petroleum,2887.878,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Crude Oil,2487.742,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Other Oil,400.136,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Non Petroleum,38065.078,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Agrarian,1263.352,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Extractive,837.958,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,7,Manufacturing,35963.768,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Total Imports,44950.628,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Freight and insurance of imports,1485.9945,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),46436.6225,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Petroleum,4994.576,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Non Petroleum,39956.052,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Consumer Goods,5501.366,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Intermediate Goods,36031.745,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,7,Capital Goods,3417.517,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,7,Total Trade Balance Exports Total - Imports Total,-3997.672,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,7,Total Trade Balance Exports Total - Imports Total CIF,-5483.6665,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Total Exports,40471.381,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Petroleum,2685.537,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Crude Oil,2306.075,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Other Oil,379.462,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Non Petroleum,37785.844,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Agrarian,1318.799,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Extractive,906.608,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,8,Manufacturing,35560.438,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Total Imports,44215.64,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Freight and insurance of imports,1467.5172,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),45683.1572,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Petroleum,5072.861,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Non Petroleum,39142.779,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Consumer Goods,5343.954,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Intermediate Goods,35487.471,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,8,Capital Goods,3384.215,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,8,Total Trade Balance Exports Total - Imports Total,-3744.259,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,8,Total Trade Balance Exports Total - Imports Total CIF,-5211.7762,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Total Exports,41754.363,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Petroleum,2493.075,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Crude Oil,2029.443,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Other Oil,463.632,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Non Petroleum,39261.287,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Agrarian,1292.522,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Extractive,604.188,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,9,Manufacturing,37364.577,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Total Imports,44078.456,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Freight and insurance of imports,1462.6135,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),45541.0695,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Petroleum,4690.599,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Non Petroleum,39387.857,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Consumer Goods,5485.906,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Intermediate Goods,35188.923,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,9,Capital Goods,3403.627,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,9,Total Trade Balance Exports Total - Imports Total,-2324.093,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,9,Total Trade Balance Exports Total - Imports Total CIF,-3786.7065,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Total Exports,41858.778,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Petroleum,2704.034,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Crude Oil,2091.741,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Other Oil,612.293,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Non Petroleum,39154.744,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Agrarian,1452.952,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Extractive,926.065,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,10,Manufacturing,36775.727,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Total Imports,44658.126,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Freight and insurance of imports,1490.1436,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),46148.2696,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Petroleum,4678.442,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Non Petroleum,39979.684,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Consumer Goods,5801.423,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Intermediate Goods,35318.807,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,10,Capital Goods,3537.897,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,10,Total Trade Balance Exports Total - Imports Total,-2799.348,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,10,Total Trade Balance Exports Total - Imports Total CIF,-4289.4916,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Total Exports,45676.662,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Petroleum,2789.029,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Crude Oil,2309.975,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Other Oil,479.054,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Non Petroleum,42887.632,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Agrarian,1898.989,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Extractive,754.373,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,11,Manufacturing,40234.27,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Total Imports,45698.67,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Freight and insurance of imports,1544.4975,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),47243.1675,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Petroleum,4614.012,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Non Petroleum,41084.658,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Consumer Goods,5947.158,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Intermediate Goods,35868.769,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,11,Capital Goods,3882.743,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,11,Total Trade Balance Exports Total - Imports Total,-22.008,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,11,Total Trade Balance Exports Total - Imports Total CIF,-1566.5055,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Total Exports,47866.48,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Petroleum,2951.698,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Crude Oil,2322.5,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Other Oil,629.198,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Non Petroleum,44914.781,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Agrarian,1886.539,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Extractive,799.112,Adjusted Figures
Trade Balance of Goods of Mexico,National,Exports,2021,12,Manufacturing,42229.131,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Total Imports,47102.458,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Freight and insurance of imports,1560.9137,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),48663.3717,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Petroleum,5285.353,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Non Petroleum,41817.105,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Consumer Goods,6171.527,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Intermediate Goods,36916.069,Adjusted Figures
Trade Balance of Goods of Mexico,National,Imports,2021,12,Capital Goods,4014.861,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,12,Total Trade Balance Exports Total - Imports Total,764.022,Adjusted Figures
Trade Balance of Goods of Mexico,National,Not applicable,2021,12,Total Trade Balance Exports Total - Imports Total CIF,-796.8917,Adjusted Figures
